"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","taxid","taxname","taxlineage","query_effector_type_score","query_prediction","target_ID","database"
"571","FOXG_17307","AF-A0A094FBW1-F1-model_v4","0.54","0.5948","0.242","107","54","4","3","82","11","117","0.0001117","156","1420913","Pseudogymnoascus sp. VKM F-4518 (FW-2643)","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. VKM F-4518 (FW-2643)",0.931,"Apoplastic","A0A094FBW1","uniprot50"
"572","FOXG_17307","AF-A0A094CBB6-F1-model_v4","0.5396","0.6845","0.175","114","64","4","1","84","15","128","0.0006669","149","1420909","Pseudogymnoascus sp. VKM F-4515 (FW-2607)","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. VKM F-4515 (FW-2607)",0.931,"Apoplastic","A0A094CBB6","uniprot50"
"573","FOXG_14570","AF-A0A1V6N778-F1-model_v4","0.5393","0.7011","0.214","107","77","3","1","104","1","103","0.0009433","131","60169","Penicillium polonicum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Penicillium;s_Penicillium polonicum",0.861,"Cytoplasmic","A0A1V6N778","uniprot50"
"574","FOXG_14069","AF-S8A459-F1-model_v4","0.5389","0.5652","0.118","135","79","8","128","235","15","136","0.0003739","130","1284197","Dactylellina haptotyla CBS 200.50","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;c_Orbiliomycetes;o_Orbiliales;f_Orbiliaceae;g_Dactylellina;s_Dactylellina haptotyla;-_Dactylellina haptotyla CBS 200.50",0.573,"Apoplastic","S8A459","uniprot50"
"575","FOXG_22047","AF-M5FVD5-F1-model_v4","0.5389","0.5225","0.195","128","90","7","1","117","19","144","0.0002287","132","1858805","Dacryopinax primogenitus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Dacrymycetes;o_Dacrymycetales;f_Dacrymycetaceae;g_Dacryopinax;s_Dacryopinax primogenitus",0.708,"Apoplastic","M5FVD5","uniprot50"
"576","FOXG_12469","AF-K5W8Y1-F1-model_v4","0.5387","0.6961","0.226","163","102","9","82","235","1","148","0.0001196","155","650164","Phanerochaete carnosa HHB-10118-sp","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Polyporales;f_Phanerochaetaceae;g_Phanerochaete;s_Phanerochaete carnosa;-_Phanerochaete carnosa HHB-10118-sp",0.58,"Apoplastic","K5W8Y1","uniprot50"
"577","FOXG_20914","AF-S0EB69-F1-model_v4","0.5384","0.5726","0.208","144","87","8","14","142","253","384","0.0003527","128","1279085","Fusarium fujikuroi IMI 58289","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium fujikuroi species complex;s_Fusarium fujikuroi;-_Fusarium fujikuroi IMI 58289",0.5915,"Apoplastic/cytoplasmic","S0EB69","uniprot50"
"578","FOXG_12469","AF-A0A067PAS6-F1-model_v4","0.5368","0.6014","0.133","150","90","10","106","235","1","130","0.0007747","127","1137138","Pleurotus ostreatus PC15","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Pleurotineae;f_Pleurotaceae;g_Pleurotus;s_Pleurotus ostreatus;-_Pleurotus ostreatus PC15",0.58,"Apoplastic","A0A067PAS6","uniprot50"
"579","FOXG_14069","AF-A0A0D2NN66-F1-model_v4","0.5362","0.7029","0.188","159","108","8","83","235","1","144","0.0006665","139","945553","Hypholoma sublateritium FD-334 SS-4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Agaricineae;f_Strophariaceae;g_Hypholoma;s_Hypholoma sublateritium;-_Hypholoma sublateritium FD-334 SS-4",0.573,"Apoplastic","A0A0D2NN66","uniprot50"
"580","FOXG_14069","AF-A0A077WB33-F1-model_v4","0.5358","0.6116","0.153","150","90","10","108","235","25","159","0.0002236","140","688394","Lichtheimia ramosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Mucoromycotina;c_Mucoromycetes;o_Mucorales;f_Lichtheimiaceae;g_Lichtheimia;s_Lichtheimia ramosa",0.573,"Apoplastic","A0A077WB33","uniprot50"
"581","FOXG_17307","AF-A0A2B7YEZ6-F1-model_v4","0.5356","0.6464","0.258","93","49","5","1","81","9","93","0.0007513","143","1447883","Polytolypa hystricis UAMH7299","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Onygenales;-_Onygenales incertae sedis;g_Polytolypa;s_Polytolypa hystricis;-_Polytolypa hystricis UAMH7299",0.931,"Apoplastic","A0A2B7YEZ6","uniprot50"
"582","FOXG_20914","AF-A0A2T4AF96-F1-model_v4","0.5349","0.5752","0.176","147","97","6","1","139","914","1044","0.0002707","130","983964","Trichoderma harzianum CBS 226.95","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Hypocreaceae;g_Trichoderma;s_Trichoderma harzianum;-_Trichoderma harzianum CBS 226.95",0.5915,"Apoplastic/cytoplasmic","A0A2T4AF96","uniprot50"
"583","FOXG_22047","AF-A0A4Z0YI40-F1-model_v4","0.5349","0.5456","0.129","131","92","9","1","120","4","123","0.0002761","133","37992","Xylaria hypoxylon","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;f_Xylariaceae;g_Xylaria;s_Xylaria hypoxylon",0.708,"Apoplastic","A0A4Z0YI40","uniprot50"
"584","FOXG_14570","AF-A0A0G2F073-F1-model_v4","0.5344","0.717","0.291","103","66","3","6","104","454","553","0.0005527","137","158046","Phaeomoniella chlamydospora","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Chaetothyriomycetidae;o_Phaeomoniellales;f_Phaeomoniellaceae;g_Phaeomoniella;s_Phaeomoniella chlamydospora",0.861,"Cytoplasmic","A0A0G2F073","uniprot50"
"585","FOXG_14069","AF-A0A067PAS6-F1-model_v4","0.5342","0.5967","0.139","151","89","10","105","235","1","130","0.0007579","127","1137138","Pleurotus ostreatus PC15","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Pleurotineae;f_Pleurotaceae;g_Pleurotus;s_Pleurotus ostreatus;-_Pleurotus ostreatus PC15",0.573,"Apoplastic","A0A067PAS6","uniprot50"
"586","FOXG_22047","AF-K5XMZ4-F1-model_v4","0.5342","0.5206","0.144","138","97","10","1","120","10","144","0.0004863","125","597362","Agaricus bisporus var. burnettii JB137-S8","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Agaricineae;f_Agaricaceae;g_Agaricus;s_Agaricus bisporus;-_Agaricus bisporus var. burnettii;-_Agaricus bisporus var. burnettii JB137-S8",0.708,"Apoplastic","K5XMZ4","uniprot50"
"587","FOXG_14882","AF-A0A150UQ05-F1-model_v4","0.5336","0.5302","0.161","130","86","10","1","112","6","130","0.0008602","139","766039","Acidomyces richmondensis BFW","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetidae;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Acidomyces;-_unclassified Acidomyces;s_Acidomyces sp. 'richmondensis';-_Acidomyces richmondensis BFW",0.803,"Apoplastic","A0A150UQ05","uniprot50"
"588","FOXG_15875","AF-A0A7C8I3I9-F1-model_v4","0.5328","0.6109","0.198","126","77","9","1","110","10","127","0.0002575","158","100035","Massariosphaeria phaeospora","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporales incertae sedis;g_Massariosphaeria;s_Massariosphaeria phaeospora",0.803,"Apoplastic","A0A7C8I3I9","uniprot50"
"589","FOXG_12469","AF-A0A177VEE6-F1-model_v4","0.5327","0.6852","0.107","167","101","7","102","235","2","153","0.0002429","146","13291","Tilletia controversa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Ustilaginomycotina;c_Exobasidiomycetes;o_Tilletiales;f_Tilletiaceae;g_Tilletia;s_Tilletia controversa",0.58,"Apoplastic","A0A177VEE6","uniprot50"
"590","FOXG_14069","AF-A0A1X2G250-F1-model_v4","0.5316","0.6964","0.122","171","98","6","104","235","1","158","0.0002236","149","101127","Hesseltinella vesiculosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Mucoromycotina;c_Mucoromycetes;o_Mucorales;f_Cunninghamellaceae;g_Hesseltinella;s_Hesseltinella vesiculosa",0.573,"Apoplastic","A0A1X2G250","uniprot50"
"591","FOXG_20914","AF-A0A7J6IZF4-F1-model_v4","0.5314","0.5958","0.202","153","103","8","4","141","603","751","0.0002534","132","1213859","Colletotrichum fructicola Nara gc5","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum;-_Colletotrichum gloeosporioides species complex;s_Colletotrichum fructicola;-_Colletotrichum fructicola Nara gc5",0.5915,"Apoplastic/cytoplasmic","A0A7J6IZF4","uniprot50"
"592","FOXG_12469","AF-A0A427YDE1-F1-model_v4","0.5312","0.6402","0.15","166","93","9","108","235","1","156","0.0008262","130","1890683","Saitozyma podzolica","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Tremellales;f_Trimorphomycetaceae;g_Saitozyma;s_Saitozyma podzolica",0.58,"Apoplastic","A0A427YDE1","uniprot50"
"593","FOXG_14570","AF-A0A5M8PY82-F1-model_v4","0.5311","0.7276","0.304","105","68","3","4","106","19","120","0.0002833","144","136370","Lasallia pustulata","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Lecanoromycetes;-_OSLEUM clade;-_Umbilicariomycetidae;o_Umbilicariales;f_Umbilicariaceae;g_Lasallia;s_Lasallia pustulata",0.861,"Cytoplasmic","A0A5M8PY82","uniprot50"
"594","FOXG_14069","AF-A0A168MQY9-F1-model_v4","0.5307","0.5749","0.125","144","78","10","127","235","3","133","0.0007579","124","4829","Absidia glauca","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Mucoromycotina;c_Mucoromycetes;o_Mucorales;f_Cunninghamellaceae;g_Absidia;s_Absidia glauca",0.573,"Apoplastic","A0A168MQY9","uniprot50"
"595","FOXG_12469","AF-A0A0N0V4Z0-F1-model_v4","0.5306","0.6566","0.132","166","104","8","105","235","1","161","0.000165","146","179993","Fusarium langsethiae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium sambucinum species complex;s_Fusarium langsethiae",0.58,"Apoplastic","A0A0N0V4Z0","uniprot50"
"596","FOXG_02842","AF-A0A0P7ALI4-F1-model_v4","0.5301","0.6872","0.16","143","84","8","1","136","3","116","0.0001346","162","78410","Neonectria ditissima","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Neonectria;s_Neonectria ditissima",0.636,"Apoplastic/cytoplasmic","A0A0P7ALI4","uniprot50"
"597","FOXG_22047","AF-A0A1Y2VAL5-F1-model_v4","0.5292","0.5651","0.141","127","94","7","1","119","1","120","0.0003782","132","1001938","Hypoxylon sp. CO27-5","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;f_Hypoxylaceae;g_Hypoxylon;-_unclassified Hypoxylon;s_Hypoxylon sp. CO27-5",0.708,"Apoplastic","A0A1Y2VAL5","uniprot50"
"598","FOXG_14069","AF-A0A2B7XQU9-F1-model_v4","0.5286","0.6175","0.161","155","92","11","103","235","4","142","0.0001426","143","1447883","Polytolypa hystricis UAMH7299","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Onygenales;-_Onygenales incertae sedis;g_Polytolypa;s_Polytolypa hystricis;-_Polytolypa hystricis UAMH7299",0.573,"Apoplastic","A0A2B7XQU9","uniprot50"
"599","FOXG_14570","AF-A0A6A6BNV2-F1-model_v4","0.5284","0.752","0.233","107","77","3","2","106","5","108","0.000722","137","1176127","Aplosporella prunicola CBS 121167","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetes incertae sedis;o_Botryosphaeriales;f_Aplosporellaceae;g_Aplosporella;s_Aplosporella prunicola;-_Aplosporella prunicola CBS 121167",0.861,"Cytoplasmic","A0A6A6BNV2","uniprot50"
"600","FOXG_17307","AF-A0A179H2D4-F1-model_v4","0.5282","0.6235","0.294","112","48","6","1","82","7","117","0.0001799","153","33203","Purpureocillium lilacinum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Ophiocordycipitaceae;g_Purpureocillium;s_Purpureocillium lilacinum",0.931,"Apoplastic","A0A179H2D4","uniprot50"
"601","FOXG_12469","AF-A0A6A5RSH6-F1-model_v4","0.5272","0.5931","0.129","155","90","10","118","235","13","159","0.0002429","135","1150837","Didymella exigua CBS 183.55","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Didymellaceae;g_Didymella;s_Didymella exigua;-_Didymella exigua CBS 183.55",0.58,"Apoplastic","A0A6A5RSH6","uniprot50"
"602","FOXG_14069","AF-A0A4S4L1H6-F1-model_v4","0.5272","0.7395","0.2","165","112","8","72","235","29","174","0.0002711","151","167371","Phellinidium pouzarii","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Hymenochaetales;f_Hymenochaetaceae;g_Phellinidium;s_Phellinidium pouzarii",0.573,"Apoplastic","A0A4S4L1H6","uniprot50"
"603","FOXG_12469","AF-A0A0D2NN66-F1-model_v4","0.5264","0.6897","0.18","161","106","10","84","235","1","144","0.0008812","134","945553","Hypholoma sublateritium FD-334 SS-4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Agaricineae;f_Strophariaceae;g_Hypholoma;s_Hypholoma sublateritium;-_Hypholoma sublateritium FD-334 SS-4",0.58,"Apoplastic","A0A0D2NN66","uniprot50"
"604","FOXG_22047","AF-A0A0I9XJ39-F1-model_v4","0.5261","0.5459","0.171","134","86","8","1","114","6","134","0.0004288","128","5127","Fusarium fujikuroi","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium fujikuroi species complex;s_Fusarium fujikuroi",0.708,"Apoplastic","A0A0I9XJ39","uniprot50"
"605","FOXG_15875","AF-A0A4Z0YE94-F1-model_v4","0.526","0.5635","0.221","131","76","9","1","112","1","124","0.0007101","141","37992","Xylaria hypoxylon","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;f_Xylariaceae;g_Xylaria;s_Xylaria hypoxylon",0.803,"Apoplastic","A0A4Z0YE94","uniprot50"
"606","FOXG_14069","AF-A0A4Q0A3S7-F1-model_v4","0.5256","0.6256","0.144","145","92","9","104","235","1","126","0.0002236","140","215637","Dimargaris cristalligena","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Zoopagomycota;-_Kickxellomycotina;c_Dimargaritomycetes;o_Dimargaritales;f_Dimargaritaceae;g_Dimargaris;s_Dimargaris cristalligena",0.573,"Apoplastic","A0A4Q0A3S7","uniprot50"
"607","FOXG_14570","AF-A0A4Z1FRG2-F1-model_v4","0.5256","0.7166","0.212","108","79","4","1","106","1","104","0.0008253","132","278948","Botrytis paeoniae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Sclerotiniaceae;g_Botrytis;s_Botrytis paeoniae",0.861,"Cytoplasmic","A0A4Z1FRG2","uniprot50"
"608","FOXG_15875","AF-Q5B8X2-F1-model_v4","0.5256","0.5584","0.151","119","84","6","1","111","6","115","0.0009957","137","227321","Aspergillus nidulans FGSC A4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Nidulantes;s_Aspergillus nidulans;-_Aspergillus nidulans FGSC A4",0.803,"Apoplastic","Q5B8X2","uniprot50"
"609","FOXG_22047","AF-A0A4V5NHU1-F1-model_v4","0.5254","0.5694","0.143","146","90","6","1","114","27","169","0.0003551","132","329884","Friedmanniomyces simplex","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetidae;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Friedmanniomyces;s_Friedmanniomyces simplex",0.708,"Apoplastic","A0A4V5NHU1","uniprot50"
"610","FOXG_14069","AF-A0A137NRB1-F1-model_v4","0.525","0.5873","0.124","145","92","10","105","235","1","124","0.0008619","124","796925","Conidiobolus coronatus NRRL 28638","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Zoopagomycota;-_Entomophthoromycotina;c_Entomophthoromycetes;o_Entomophthorales;f_Ancylistaceae;g_Conidiobolus;s_Conidiobolus coronatus;-_Conidiobolus coronatus NRRL 28638",0.573,"Apoplastic","A0A137NRB1","uniprot50"
"611","FOXG_12469","AF-J4H0U3-F1-model_v4","0.5247","0.7276","0.203","172","117","8","66","235","1","154","0.0001451","155","599839","Fibroporia radiculosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Polyporales;f_Fibroporiaceae;g_Fibroporia;s_Fibroporia radiculosa",0.58,"Apoplastic","J4H0U3","uniprot50"
"612","FOXG_17307","AF-A0A397H9I5-F1-model_v4","0.5246","0.6016","0.198","116","75","5","1","99","9","123","0.0004141","142","1245748","Aspergillus turcosus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus turcosus",0.931,"Apoplastic","A0A397H9I5","uniprot50"
"613","FOXG_15875","AF-A0A0B4FCB3-F1-model_v4","0.5243","0.6069","0.177","118","80","6","1","110","5","113","0.0006344","147","1276135","Metarhizium anisopliae ARSEF 549","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Clavicipitaceae;g_Metarhizium;s_Metarhizium anisopliae;-_Metarhizium anisopliae ARSEF 549",0.803,"Apoplastic","A0A0B4FCB3","uniprot50"
"614","FOXG_14069","AF-A0A4Y7TPU1-F1-model_v4","0.5238","0.6985","0.198","176","109","9","64","235","1","148","0.0001521","151","71717","Coprinellus micaceus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Agaricineae;f_Psathyrellaceae;g_Coprinellus;s_Coprinellus micaceus",0.573,"Apoplastic","A0A4Y7TPU1","uniprot50"
"615","FOXG_12469","AF-A0A4S4L1H6-F1-model_v4","0.5231","0.7376","0.206","165","111","8","72","235","29","174","0.0002277","151","167371","Phellinidium pouzarii","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Hymenochaetales;f_Hymenochaetaceae;g_Phellinidium;s_Phellinidium pouzarii",0.58,"Apoplastic","A0A4S4L1H6","uniprot50"
"616","FOXG_22047","AF-A0A010RNQ5-F1-model_v4","0.5231","0.5465","0.147","129","91","8","1","120","3","121","0.0008564","122","1445577","Colletotrichum fioriniae PJ7","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum;-_Colletotrichum acutatum species complex;s_Colletotrichum fioriniae;-_Colletotrichum fioriniae PJ7",0.708,"Apoplastic","A0A010RNQ5","uniprot50"
"617","FOXG_14069","AF-A0A4Y9ZED6-F1-model_v4","0.523","0.7223","0.197","167","111","8","73","235","1","148","0.0001254","156","205917","Dentipellis fragilis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Russulales;f_Hericiaceae;g_Dentipellis;s_Dentipellis fragilis",0.573,"Apoplastic","A0A4Y9ZED6","uniprot50"
"618","FOXG_14069","AF-A0A2S4UZ03-F1-model_v4","0.5228","0.5476","0.174","143","85","11","116","234","2","135","0.0002543","130","27350","Puccinia striiformis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis",0.573,"Apoplastic","A0A2S4UZ03","uniprot50"
"619","FOXG_12469","AF-A0A3M7FAD8-F1-model_v4","0.5227","0.644","0.146","150","103","8","96","234","4","139","0.000165","144","91943","Hortaea werneckii","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetidae;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Hortaea;s_Hortaea werneckii",0.58,"Apoplastic","A0A3M7FAD8","uniprot50"
"620","FOXG_02842","AF-A0A366SAJ5-F1-model_v4","0.5218","0.6789","0.215","139","91","4","1","136","764","887","0.0004242","148","231269","Fusarium coffeatum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium incarnatum-equiseti species complex;s_Fusarium coffeatum",0.636,"Apoplastic/cytoplasmic","A0A366SAJ5","uniprot50"
