query,target_ID,alntmscore,fident,evalue,taxid,taxname,query_effector_type_score,query_prediction,database,sequence_identity_global,sequence_identity_local,molecular_weight,num_tm_helices,signal_p,target_cysteine_percentage
FOXG_14570,A0A0D2GCN2,0.5729,0.28,5.90E-05,1442368,Fonsecaea pedrosoi CBS 271.37,0.861,Cytoplasmic,proteome,0.139886578,0.290909091,60819.29754,1,NO_SP,0.945179584
FOXG_14882,A0A1V6UHW7,0.5728,0.157,0.000421,36646,Penicillium coprophilum,0.803,Apoplastic,uniprot50,0.175438596,0.22972973,11371.71294,0,SP,3.80952381
FOXG_12469,A0A1E1KY97,0.5726,0.19,0.000176,914237,Rhynchosporium commune,0.58,Apoplastic,uniprot50,0.117154812,0.225806452,24227.46364,0,SP,2.631578947
FOXG_14882,A0A7H8R7A9,0.5726,0.147,0.0008602,121627,Talaromyces rugulosus,0.803,Apoplastic,uniprot50,0.191304348,0.24137931,11043.24924,0,SP,5.714285714
FOXG_20914,A0A559L2U1,0.5726,0.216,0.0001945,61366,Fusarium oxysporum f. sp. cubense,0.5915,Apoplastic/cytoplasmic,uniprot50,0.158241758,0.280373832,52355.60004,0,NO_SP,1.6985138
FOXG_12469,A0A139IGT1,0.5721,0.152,0.0002277,113226,Pseudocercospora musae,0.58,Apoplastic,uniprot50,0.187234043,0.131578947,18983.44364,0,SP,2.339181287
FOXG_14570,A0A6A6W945,0.572,0.261,0.000423,470096,Pseudovirgaria hyperparasitica,0.861,Cytoplasmic,uniprot50,0.140562249,0.27184466,56278.69584,0,NO_SP,1.606425703
FOXG_15875,A0A179HTM2,0.5716,0.136,0.0007512,33203,Purpureocillium lilacinum,0.803,Apoplastic,uniprot50,0.26984127,0.5,13660.22314,0,SP,3.305785124
FOXG_14069,M9LU52,0.5714,0.185,0.0001103,1151754,Moesziomyces antarcticus T-34,0.573,Apoplastic,uniprot50,0.153526971,0.28,24946.71384,0,SP,2.479338843
FOXG_15875,A0A6A5KDY7,0.5704,0.148,0.0008896,184978,Decorospora gaudefroyi,0.803,Apoplastic,uniprot50,0.198412698,0.2,13212.12454,0,SP,6.504065041
FOXG_20914,W9PFM2,0.5703,0.164,0.0001307,1080344,Fusarium oxysporum f. sp. pisi HDV247,0.5915,Apoplastic/cytoplasmic,uniprot50,0.163865546,0.256637168,57589.38304,0,NO_SP,0.982318271
FOXG_22047,A0A0A1TRY9,0.5702,0.139,0.0009712,1531966,[Torrubiella] hemipterigena,0.708,Apoplastic,uniprot50,0.15942029,0.357142857,15070.01034,0,SP,3.623188406
FOXG_14069,A0A0W0FTX2,0.5701,0.231,0.0003987,221103,Moniliophthora roreri,0.573,Apoplastic,uniprot50,0.138888889,0.241935484,26169.90124,0,SP,1.587301587
FOXG_14069,A0A139IGT1,0.5701,0.158,0.0004251,113226,Pseudocercospora musae,0.573,Apoplastic,uniprot50,0.187234043,0.131578947,18983.44364,0,SP,2.339181287
FOXG_20914,A0A484F6H2,0.5698,0.153,0.0003768,1213857,Colletotrichum orbiculare MAFF 240422,0.5915,Apoplastic/cytoplasmic,uniprot50,0.16745283,0.224489796,48715.93024,0,NO_SP,1.834862385
FOXG_12469,A0A2R2Z4Q3,0.5689,0.214,0.0001196,38945,Flammulina velutipes,0.58,Apoplastic,uniprot50,0.135036496,0.30952381,28589.55614,0,SP,1.459854015
FOXG_20914,A0A428NTD4,0.5687,0.216,0.0004596,1325733,Fusarium floridanum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.176638177,0.32,40751.08324,0,NO_SP,1.709401709
FOXG_12469,A0A2S4UZ07,0.5685,0.232,0.000136,27350,Puccinia striiformis,0.58,Apoplastic,uniprot50,0.133333333,0.384615385,24992.45924,1,SP,3.896103896
FOXG_12469,A0A0C4ELG3,0.5681,0.194,0.0004067,630390,Puccinia triticina 1-1 BBBD Race 1,0.58,Apoplastic,uniprot50,0.182978723,0.301587302,12753.81174,0,SP,2.608695652
FOXG_14069,A0A2S4UZ07,0.5681,0.216,0.0001103,27350,Puccinia striiformis,0.573,Apoplastic,uniprot50,0.141078838,0.333333333,24992.45924,1,SP,3.896103896
FOXG_12469,A0A5C3KZU7,0.5679,0.23,0.0002002,230819,Coprinopsis marcescibilis,0.58,Apoplastic,uniprot50,0.18336887,0.285714286,49104.19804,0,SP,1.066098081
FOXG_12469,F4R723,0.5679,0.13,0.0004626,747676,Melampsora larici-populina 98AG31,0.58,Apoplastic,uniprot50,0.114893617,0.208333333,23835.51874,0,SP,5.02283105
FOXG_14069,A0A0C4ELG3,0.5677,0.181,0.0003739,630390,Puccinia triticina 1-1 BBBD Race 1,0.573,Apoplastic,uniprot50,0.182978723,0.285714286,12753.81174,0,SP,2.608695652
FOXG_12469,A0A317XKI2,0.5676,0.171,0.0003143,1882483,Testicularia cyperi,0.58,Apoplastic,uniprot50,0.196581197,0.5,16502.40394,0,NO_SP,2.614379085
FOXG_15875,A0A6A6JED0,0.5675,0.14,0.0004524,318751,Westerdykella ornata,0.803,Apoplastic,uniprot50,0.261904762,0.257142857,12698.11054,0,SP,5
FOXG_12469,E3JXA9,0.5674,0.202,0.0008262,418459,Puccinia graminis f. sp. tritici CRL 75-36-700-3,0.58,Apoplastic,uniprot50,0.174468085,0.391304348,15085.65504,1,NO_SP,3.546099291
FOXG_14069,A0A5C3KZU7,0.5673,0.236,0.0003987,230819,Coprinopsis marcescibilis,0.573,Apoplastic,uniprot50,0.174840085,0.285714286,49104.19804,0,SP,1.066098081
FOXG_22047,A0A4Z1FSH2,0.5667,0.14,0.0001075,278948,Botrytis paeoniae,0.708,Apoplastic,uniprot50,0.149606299,0.421052632,12922.25544,0,SP,4.918032787
FOXG_12469,A0A1Y1UP96,0.5664,0.225,0.0003143,4999,Kockovaella imperatae,0.58,Apoplastic,uniprot50,0.19,0.25,30863.81144,0,SP,1.333333333
FOXG_14069,A0A317XKI2,0.5663,0.178,0.0001254,1882483,Testicularia cyperi,0.573,Apoplastic,uniprot50,0.192307692,0.5,16502.40394,0,NO_SP,2.614379085
FOXG_20914,W9I3J2,0.5659,0.163,0.0001145,660029,Fusarium oxysporum NRRL 32931,0.5915,Apoplastic/cytoplasmic,uniprot50,0.145907473,0.282051282,63955.38304,1,NO_SP,2.451838879
FOXG_14069,A0A2N1JEQ9,0.5658,0.187,0.0001254,2020962,Malassezia vespertilionis,0.573,Apoplastic,uniprot50,0.182978723,0.245614035,14074.88594,0,SP,3.076923077
FOXG_15875,A0A1M2VP78,0.5656,0.191,0.0006344,154538,Trametes pubescens,0.803,Apoplastic,uniprot50,0.177966102,0.391304348,12241.73004,0,SP,6.779661017
FOXG_17307,A0A6A6ZGK9,0.5653,0.178,0.0007974,1469910,Ophiobolus disseminans,0.931,Apoplastic,uniprot50,0.197530864,0.315789474,10369.06164,0,SP,6.451612903
FOXG_14069,A0A409YS61,0.5651,0.19,0.0002891,231916,Gymnopilus dilepis,0.573,Apoplastic,uniprot50,0.116935484,0.229885057,26585.91264,0,SP,1.606425703
FOXG_14069,E3JXA9,0.5651,0.223,0.0006665,418459,Puccinia graminis f. sp. tritici CRL 75-36-700-3,0.573,Apoplastic,uniprot50,0.174468085,0.434782609,15085.65504,1,NO_SP,3.546099291
FOXG_22047,A0A6A6AZF2,0.5651,0.146,0.0002761,1176127,Aplosporella prunicola CBS 121167,0.708,Apoplastic,uniprot50,0.204545455,0.470588235,13294.67374,0,SP,4.87804878
FOXG_14140,A0A4P7N9E1,0.5645,0.207,0.0001006,318829,Pyricularia oryzae,0.876,Apoplastic/cytoplasmic,uniprot50,0.234782609,0.209302326,12512.36284,0,SP,7.079646018
FOXG_14570,A0A2C5ZXS9,0.5642,0.221,0.000423,2004951,Cordyceps sp. RAO-2017,0.861,Cytoplasmic,uniprot50,0.238888889,0.258426966,21458.82894,1,NO_SP,1.587301587
FOXG_12469,A0A5C3NNL5,0.5635,0.212,0.0003575,5364,Heliocybe sulcata,0.58,Apoplastic,uniprot50,0.118773946,0.363636364,27265.71004,0,SP,1.915708812
FOXG_15875,A0A3D8QBU0,0.5633,0.17,0.0005064,565419,Coleophoma crateriformis,0.803,Apoplastic,uniprot50,0.262295082,0.3,12524.12814,0,SP,5.084745763
FOXG_12469,A0A550C8X7,0.5631,0.238,0.0004067,97359,Auriculariopsis ampla,0.58,Apoplastic,uniprot50,0.229787234,0.304347826,14002.99754,0,SP,3.100775194
FOXG_17307,A0A0S7DTA8,0.563,0.237,0.0002729,293939,Aspergillus lentulus,0.931,Apoplastic,uniprot50,0.170731707,0.290322581,15027.31064,0,SP,5.925925926
FOXG_20914,A0A1Y2VQ86,0.5628,0.274,0.0001397,1001833,Hypoxylon sp. CI-4A,0.5915,Apoplastic/cytoplasmic,uniprot50,0.148288973,0.338461538,60958.00984,0,NO_SP,3.136531365
FOXG_15875,A0A0M8MV41,0.5625,0.104,0.0006344,150374,Escovopsis weberi,0.803,Apoplastic,uniprot50,0.178294574,0.294117647,14162.71814,0,SP,4.615384615
FOXG_14882,E3QKH1,0.5619,0.194,0.0005855,645133,Colletotrichum graminicola M1.001,0.803,Apoplastic,uniprot50,0.222222222,0.24137931,11444.00014,1,SP,8.490566038
FOXG_17307,B0D404,0.5615,0.187,0.0002283,486041,Laccaria bicolor S238N-H82,0.931,Apoplastic,uniprot50,0.149812734,0.280701754,28991.06294,0,NO_SP,2.631578947
FOXG_14069,C7Z895,0.5612,0.163,0.0005497,660122,Fusarium vanettenii 77-13-4,0.573,Apoplastic,uniprot50,0.110169492,0.333333333,23686.45144,0,NO_SP,3.619909502
FOXG_22047,A0A4Q4UG46,0.5612,0.196,0.0002761,2211646,Monosporascus sp. MC13-8B,0.708,Apoplastic,uniprot50,0.170542636,0.259259259,12881.22184,0,SP,4.87804878
FOXG_15875,A0A179GJ77,0.5601,0.179,0.0003821,33203,Purpureocillium lilacinum,0.803,Apoplastic,uniprot50,0.201680672,0.416666667,12740.49154,0,SP,5.128205128
FOXG_15875,A0A4Z0YL53,0.5598,0.198,0.0007101,37992,Xylaria hypoxylon,0.803,Apoplastic,uniprot50,0.2,0.254545455,10724.16204,0,SP,6.730769231
FOXG_17307,A0A6G1ILT3,0.5598,0.235,0.0004395,1168545,Lentithecium fluviatile CBS 122367,0.931,Apoplastic,uniprot50,0.214574899,0.282051282,11976.45624,0,SP,5.263157895
FOXG_12469,A0A409WDQ9,0.5594,0.22,0.0001121,231916,Gymnopilus dilepis,0.58,Apoplastic,uniprot50,0.196721311,0.232142857,39851.89604,0,SP,1.322751323
FOXG_14882,A0A179GJ77,0.5592,0.179,0.0006535,33203,Purpureocillium lilacinum,0.803,Apoplastic,uniprot50,0.177966102,0.416666667,12740.49154,0,SP,5.128205128
FOXG_20914,A0A428Q817,0.5592,0.193,0.0001945,1325737,Fusarium sp. AF-6,0.5915,Apoplastic/cytoplasmic,uniprot50,0.126365055,0.2,72666.33624,0,NO_SP,2.003081664
FOXG_15875,A0A3D8RXB7,0.558,0.198,0.0008408,1810919,Aspergillus mulundensis,0.803,Apoplastic,uniprot50,0.211864407,0.24137931,12000.37514,0,SP,7.079646018
FOXG_22047,A0A8A3NZN5,0.5573,0.2,0.0001383,61207,Monilinia vaccinii-corymbosi,0.708,Apoplastic,uniprot50,0.189393939,0.684210526,14420.80734,0,SP,4.615384615
FOXG_12469,A0A4Y7TPU1,0.5572,0.201,0.000136,71717,Coprinellus micaceus,0.58,Apoplastic,uniprot50,0.153024911,0.28,29206.48314,0,SP,1.423487544
FOXG_14882,A0A6A5KDY7,0.5567,0.159,0.0007295,184978,Decorospora gaudefroyi,0.803,Apoplastic,uniprot50,0.198412698,0.2,13212.12454,0,SP,6.504065041
FOXG_12469,A0A2N1JEQ9,0.5566,0.187,0.000136,2020962,Malassezia vespertilionis,0.58,Apoplastic,uniprot50,0.187234043,0.263157895,14074.88594,0,SP,3.076923077
FOXG_14570,A0A1B8FNN2,0.5565,0.25,0.0009433,1622148,Pseudogymnoascus sp. 03VT05,0.861,Cytoplasmic,uniprot50,0.166666667,0.247787611,47157.76264,1,NO_SP,1.918465228
FOXG_17307,A0A094F0V6,0.5565,0.233,0.0001417,1420913,Pseudogymnoascus sp. VKM F-4518 (FW-2643),0.931,Apoplastic,uniprot50,0.167346939,0.333333333,13204.13684,0,SP,7.438016529
FOXG_14069,B0D3J9,0.5563,0.226,0.0003987,486041,Laccaria bicolor S238N-H82,0.573,Apoplastic,uniprot50,0.140625,0.30952381,26253.08384,0,SP,1.5625
FOXG_17307,A0A6A6J9D4,0.5563,0.221,0.0005578,318751,Westerdykella ornata,0.931,Apoplastic,uniprot50,0.212244898,0.257142857,12425.30704,0,SP,3.389830508
FOXG_14570,A0A6A6EEB4,0.5562,0.261,0.0008823,1314779,Zopfia rhizophila CBS 207.26,0.861,Cytoplasmic,uniprot50,0.146551724,0.2875,60089.78884,0,NO_SP,0.956022945
FOXG_22047,A0A2H3IEP6,0.556,0.144,0.0007092,290292,Penicillium occitanis (nom. inval.),0.708,Apoplastic,uniprot50,0.176056338,0.411764706,15448.91934,0,SP,4.225352113
FOXG_15875,A0A6A6VKY7,0.5542,0.143,0.0008896,1340428,Sporormia fimetaria CBS 119925,0.803,Apoplastic,uniprot50,0.087241003,0.210526316,100785.237,0,SP,1.390374332
FOXG_14069,A0A5B0N3D8,0.5541,0.165,0.0002543,56615,Puccinia graminis f. sp. tritici,0.573,Apoplastic,uniprot50,0.208510638,0.375,17351.26994,0,NO_SP,3.225806452
FOXG_14069,A0A2N5U4F2,0.5539,0.184,0.0001254,200324,Puccinia coronata f. sp. avenae,0.573,Apoplastic,uniprot50,0.204347826,0.382352941,20946.79374,0,SP,3.645833333
FOXG_15875,A0A2I1CRU5,0.5532,0.206,0.0003226,1392248,Aspergillus campestris IBT 28561,0.803,Apoplastic,uniprot50,0.131578947,0.357142857,12225.73434,0,SP,5.309734513
FOXG_17307,A0A0J0XE65,0.5532,0.285,0.0007974,879819,Cutaneotrichosporon oleaginosum,0.931,Apoplastic,uniprot50,0.170731707,0.351851852,11134.71114,0,SP,3.883495146
FOXG_20914,W3WW00,0.553,0.225,0.0005605,1229662,Pestalotiopsis fici W106-1,0.5915,Apoplastic/cytoplasmic,uniprot50,0.147368421,0.320754717,62878.28344,0,NO_SP,1.573426573
FOXG_14570,D4AY62,0.5528,0.224,0.0008489,663331,Trichophyton benhamiae CBS 112371,0.861,Cytoplasmic,swissprot,0.14889336,0.21,56092.39824,0,NO_SP,2.404809619
FOXG_12469,B0D3J9,0.5528,0.208,0.0004934,486041,Laccaria bicolor S238N-H82,0.58,Apoplastic,uniprot50,0.140625,0.30952381,26253.08384,0,SP,1.5625
FOXG_14882,A0A2I1CRU5,0.5525,0.194,0.0006535,1392248,Aspergillus campestris IBT 28561,0.803,Apoplastic,uniprot50,0.122807018,0.357142857,12225.73434,0,SP,5.309734513
FOXG_20914,A0A175VT18,0.5517,0.206,0.000117,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.168571429,0.5,39607.01394,1,NO_SP,2.571428571
FOXG_14570,A0A6H0XQY3,0.5515,0.184,0.0004835,286661,Peltaster fructicola,0.861,Cytoplasmic,uniprot50,0.220472441,0.186915888,14681.18094,1,NO_SP,0
FOXG_15875,A0A6A6ZFG4,0.5507,0.151,0.0005668,1469910,Ophiobolus disseminans,0.803,Apoplastic,uniprot50,0.139380531,0.269230769,48387.35854,0,SP,2.654867257
FOXG_12469,A0A1E1LG60,0.5504,0.19,0.0005263,914238,Rhynchosporium agropyri,0.58,Apoplastic,uniprot50,0.181818182,0.3,33834.76434,0,SP,2.795031056
FOXG_22047,C1GRD6,0.5504,0.133,0.0003191,502779,Paracoccidioides lutzii Pb01,0.708,Apoplastic,proteome,0.171428571,0.636363636,15394.33144,0,SP,4.285714286
FOXG_14069,A0A5C3FBU2,0.5502,0.179,0.0001521,84751,Pseudozyma flocculosa,0.573,Apoplastic,uniprot50,0.2,0.428571429,16741.81594,1,SP,1.282051282
FOXG_15875,T0K699,0.5502,0.159,0.0005996,1237896,Colletotrichum gloeosporioides Cg-14,0.803,Apoplastic,uniprot50,0.191304348,0.538461538,11801.34274,0,SP,5.405405405
FOXG_14069,A0A4Q4QPQ5,0.5492,0.117,0.0004533,156630,Alternaria arborescens,0.573,Apoplastic,uniprot50,0.133603239,0.296296296,25579.62644,0,SP,2.857142857
FOXG_22047,A0A5B0RG06,0.5492,0.138,0.0008564,56615,Puccinia graminis f. sp. tritici,0.708,Apoplastic,uniprot50,0.201716738,0.2,25584.90494,0,NO_SP,3.862660944
FOXG_14570,A0A6A6S229,0.5489,0.261,0.0009433,1395130,Massarina eburnea CBS 473.64,0.861,Cytoplasmic,uniprot50,0.140151515,0.283333333,61955.75484,0,NO_SP,1.291512915
FOXG_22047,A0A165J7P8,0.5489,0.178,0.0007552,1328760,Xylona heveae TC161,0.708,Apoplastic,uniprot50,0.174242424,0.3,13293.59494,0,SP,4.651162791
FOXG_12469,A0A1J8QE97,0.5487,0.202,0.000165,180088,Rhizopogon vesiculosus,0.58,Apoplastic,uniprot50,0.135714286,0.216666667,29619.36314,0,SP,1.423487544
FOXG_20914,A0A0D2XKJ4,0.5483,0.164,0.0003527,426428,Fusarium oxysporum f. sp. lycopersici 4287,0.5915,Apoplastic/cytoplasmic,uniprot50,0.162790698,0.238095238,54699.73404,0,NO_SP,2.653061224
FOXG_12469,A0A5C3KA52,0.5482,0.176,0.0009399,230819,Coprinopsis marcescibilis,0.58,Apoplastic,uniprot50,0.138461538,0.227272727,27020.61524,0,SP,1.538461538
FOXG_22047,A0A6A5VH66,0.5482,0.185,0.000167,1447943,Bimuria novae-zelandiae CBS 107.79,0.708,Apoplastic,uniprot50,0.195555556,0.272727273,23887.53724,0,SP,2.666666667
FOXG_12469,A0A2S4UZ03,0.5481,0.183,0.0002002,27350,Puccinia striiformis,0.58,Apoplastic,uniprot50,0.178723404,0.409090909,18237.65594,0,NO_SP,5.389221557
FOXG_14069,A0A2S4UI38,0.5475,0.214,0.000919,27350,Puccinia striiformis,0.573,Apoplastic,uniprot50,0.199445983,0.333333333,38676.73854,0,NO_SP,3.888888889
FOXG_20914,C7Z009,0.5468,0.176,0.0009515,660122,Fusarium vanettenii 77-13-4,0.5915,Apoplastic/cytoplasmic,uniprot50,0.131294964,0.260869565,66949.06094,0,NO_SP,0.836120401
FOXG_14069,A0A4Y7TQH7,0.5463,0.193,0.0001521,71717,Coprinellus micaceus,0.573,Apoplastic,uniprot50,0.162361624,0.255813953,28419.71264,1,SP,2.21402214
FOXG_14882,A0A6A6JED0,0.5463,0.149,0.0006535,318751,Westerdykella ornata,0.803,Apoplastic,uniprot50,0.26984127,0.257142857,12698.11054,0,SP,5
FOXG_22047,A0A177C6V1,0.5463,0.13,0.000912,1460663,Paraphaeosphaeria sporulosa,0.708,Apoplastic,uniprot50,0.174496644,0.291666667,16459.80124,0,SP,4.026845638
FOXG_15875,A0A5N6TXN2,0.5458,0.181,0.0009411,36643,Aspergillus avenaceus,0.803,Apoplastic,uniprot50,0.253623188,0.375,14723.32374,0,SP,7.194244604
FOXG_12469,G7E6B9,0.5454,0.151,0.0002277,764103,Mixia osmundae IAM 14324,0.58,Apoplastic,uniprot50,0.17826087,0.391304348,19520.22084,0,SP,3.243243243
FOXG_17307,A0A6A6TRB3,0.5447,0.227,0.0001909,1314788,Lophiostoma macrostomum CBS 122681,0.931,Apoplastic,uniprot50,0.217522659,0.268292683,37511.70294,0,SP,4.229607251
FOXG_12469,A0A4Y7TQH7,0.5446,0.202,0.0004338,71717,Coprinellus micaceus,0.58,Apoplastic,uniprot50,0.15498155,0.255813953,28419.71264,1,SP,2.21402214
FOXG_14069,A0A0S1MJ39,0.5446,0.182,0.0001966,170000,Phakopsora pachyrhizi,0.573,Apoplastic,uniprot50,0.208510638,0.666666667,14673.37264,0,NO_SP,3.623188406
FOXG_22047,A0A165JVT1,0.544,0.144,0.0003551,1314781,Exidia glandulosa HHB12029,0.708,Apoplastic,uniprot50,0.1875,0.333333333,12929.73614,0,SP,7.438016529
FOXG_12469,J4GJ09,0.5437,0.229,0.0001451,599839,Fibroporia radiculosa,0.58,Apoplastic,uniprot50,0.161512027,0.31372549,29659.54944,0,SP,1.369863014
FOXG_14069,A0A0N0V4Z0,0.5434,0.135,0.0002384,179993,Fusarium langsethiae,0.573,Apoplastic,uniprot50,0.146245059,0.304347826,26201.52294,0,SP,5.490196078
FOXG_14882,A0A4P6XNI9,0.5434,0.151,0.0009602,2163413,Metschnikowia aff. pulcherrima,0.803,Apoplastic,uniprot50,0.211956522,0.285714286,20731.50484,0,SP,3.804347826
FOXG_14882,A0A3D8QBU0,0.543,0.145,0.0004448,565419,Coleophoma crateriformis,0.803,Apoplastic,uniprot50,0.278688525,0.3,12524.12814,0,SP,5.084745763
FOXG_14069,A0A1M2VMU8,0.5429,0.237,0.0001034,154538,Trametes pubescens,0.573,Apoplastic,uniprot50,0.132142857,0.388888889,29053.83694,0,SP,1.428571429
FOXG_22047,A0A1Y2DRE2,0.5429,0.15,0.0004288,1141098,Pseudomassariella vexata,0.708,Apoplastic,uniprot50,0.212765957,0.291666667,14818.56834,0,SP,4.285714286
FOXG_12469,A0A166W1K2,0.5427,0.083,0.0007747,708197,Colletotrichum tofieldiae,0.58,Apoplastic,uniprot50,0.182608696,0.416666667,14189.53344,0,SP,2.325581395
FOXG_14882,T0K699,0.542,0.169,0.0008142,1237896,Colletotrichum gloeosporioides Cg-14,0.803,Apoplastic,uniprot50,0.191304348,0.538461538,11801.34274,0,SP,5.405405405
FOXG_15875,A0A2V5HBQ8,0.5418,0.142,0.0007948,1450538,Aspergillus violaceofuscus CBS 115571,0.803,Apoplastic,uniprot50,0.225609756,0.236842105,18500.22844,0,NO_SP,2.395209581
FOXG_12469,A0A0S1MJ39,0.5417,0.196,0.0002429,170000,Phakopsora pachyrhizi,0.58,Apoplastic,uniprot50,0.204255319,0.5,14673.37264,0,NO_SP,3.623188406
FOXG_14069,A0A1E1KY97,0.5416,0.168,0.0004251,914237,Rhynchosporium commune,0.573,Apoplastic,uniprot50,0.117154812,0.461538462,24227.46364,0,SP,2.631578947
FOXG_14069,A0A094DX51,0.5408,0.156,0.000919,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),0.573,Apoplastic,uniprot50,0.191489362,0.25,12703.13184,0,SP,4
FOXG_15875,N1Q5E8,0.5408,0.19,0.0005668,675120,Dothistroma septosporum NZE10,0.803,Apoplastic,uniprot50,0.156862745,0.19266055,43401.59604,0,SP,2.696078431
FOXG_17307,A0A094FBW1,0.54,0.242,0.0001117,1420913,Pseudogymnoascus sp. VKM F-4518 (FW-2643),0.931,Apoplastic,uniprot50,0.195833333,0.347826087,14083.08964,0,SP,7.751937984
FOXG_17307,A0A094CBB6,0.5396,0.175,0.0006669,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),0.931,Apoplastic,uniprot50,0.199152542,0.285714286,15023.22014,0,SP,4.347826087
FOXG_14570,A0A1V6N778,0.5393,0.214,0.0009433,60169,Penicillium polonicum,0.861,Cytoplasmic,uniprot50,0.13253012,0.225352113,60057.31474,0,NO_SP,0.959692898
FOXG_14069,S8A459,0.5389,0.118,0.0003739,1284197,Dactylellina haptotyla CBS 200.50,0.573,Apoplastic,uniprot50,0.195744681,0.269230769,15388.61154,0,SP,2.797202797
FOXG_22047,M5FVD5,0.5389,0.195,0.0002287,1858805,Dacryopinax primogenitus,0.708,Apoplastic,uniprot50,0.117241379,0.25,15792.64554,1,SP,4.794520548
FOXG_12469,K5W8Y1,0.5387,0.226,0.0001196,650164,Phanerochaete carnosa HHB-10118-sp,0.58,Apoplastic,uniprot50,0.153594771,0.233333333,30911.38774,0,SP,1.307189542
FOXG_20914,S0EB69,0.5384,0.208,0.0003527,1279085,Fusarium fujikuroi IMI 58289,0.5915,Apoplastic/cytoplasmic,uniprot50,0.144927536,0.35,69538.08584,0,NO_SP,0.966183575
FOXG_12469,A0A067PAS6,0.5368,0.133,0.0007747,1137138,Pleurotus ostreatus PC15,0.58,Apoplastic,uniprot50,0.206278027,0.384615385,14314.38794,0,SP,2.919708029
FOXG_14069,A0A0D2NN66,0.5362,0.188,0.0006665,945553,Hypholoma sublateritium FD-334 SS-4,0.573,Apoplastic,uniprot50,0.171428571,0.282051282,29201.61004,0,SP,1.423487544
FOXG_17307,A0A2B7YEZ6,0.5356,0.258,0.0007513,1447883,Polytolypa hystricis UAMH7299,0.931,Apoplastic,uniprot50,0.174089069,0.533333333,15941.95724,0,SP,4.166666667
FOXG_20914,A0A175VU86,0.5351,0.219,0.0008517,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.101351351,0.233870968,97290.34854,0,NO_SP,1.430143014
FOXG_20914,A0A2T4AF96,0.5349,0.176,0.0002707,983964,Trichoderma harzianum CBS 226.95,0.5915,Apoplastic/cytoplasmic,uniprot50,0.09009009,0.3,145183.8571,0,NO_SP,1.960784314
FOXG_22047,A0A4Z0YI40,0.5349,0.129,0.0002761,37992,Xylaria hypoxylon,0.708,Apoplastic,uniprot50,0.1328125,0.238095238,13934.50014,0,SP,4.761904762
FOXG_14570,A0A0G2F073,0.5344,0.291,0.0005527,158046,Phaeomoniella chlamydospora,0.861,Cytoplasmic,uniprot50,0.097345133,0.314285714,107041.2341,11,NO_SP,1.243523316
FOXG_14069,A0A067PAS6,0.5342,0.139,0.0007579,1137138,Pleurotus ostreatus PC15,0.573,Apoplastic,uniprot50,0.213043478,0.423076923,14314.38794,0,SP,2.919708029
FOXG_22047,K5XMZ4,0.5342,0.144,0.0004863,597362,Agaricus bisporus var. burnettii JB137-S8,0.708,Apoplastic,uniprot50,0.18,0.227272727,15884.04994,1,SP,5.369127517
FOXG_14882,A0A150UQ05,0.5336,0.161,0.0008602,766039,Acidomyces richmondensis BFW,0.803,Apoplastic,uniprot50,0.237037037,0.25,13531.07974,0,SP,4.511278195
FOXG_15875,A0A7C8I3I9,0.5328,0.198,0.0002575,100035,Massariosphaeria phaeospora,0.803,Apoplastic,uniprot50,0.240310078,0.454545455,13498.04754,0,SP,3.125
FOXG_12469,A0A177VEE6,0.5327,0.107,0.0002429,13291,Tilletia controversa,0.58,Apoplastic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_20914,A0A7J6IZF4,0.5314,0.202,0.0002534,1213859,Colletotrichum fructicola Nara gc5,0.5915,Apoplastic/cytoplasmic,uniprot50,0.10718232,0.214285714,100536.5697,0,NO_SP,1.543550165
FOXG_12469,A0A427YDE1,0.5312,0.15,0.0008262,1890683,Saitozyma podzolica,0.58,Apoplastic,uniprot50,0.227678571,0.386363636,19350.67634,0,SP,2.747252747
FOXG_12469,C0NS76,0.5312,0.15,0.0006722,447093,Histoplasma capsulatum G186AR,0.58,Apoplastic,proteome,0.210526316,0.538461538,15266.36964,0,SP,2.75862069
FOXG_14570,A0A5M8PY82,0.5311,0.304,0.0002833,136370,Lasallia pustulata,0.861,Cytoplasmic,uniprot50,0.14800759,0.350649351,59524.34794,1,NO_SP,1.138519924
FOXG_12469,A0A0N0V4Z0,0.5306,0.132,0.000165,179993,Fusarium langsethiae,0.58,Apoplastic,uniprot50,0.146245059,0.304347826,26201.52294,0,SP,5.490196078
FOXG_02842,A0A0P7ALI4,0.5301,0.16,0.0001346,78410,Neonectria ditissima,0.636,Apoplastic/cytoplasmic,uniprot50,0.209558824,0.276923077,29708.92294,0,SP,2.941176471
FOXG_22047,A0A1Y2VAL5,0.5292,0.141,0.0003782,1001938,Hypoxylon sp. CO27-5,0.708,Apoplastic,uniprot50,0.174242424,0.21875,14237.91514,0,SP,4.615384615
