"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","query_prediction","query_effector_type_score","target_prediction"
"558","FOXG_20490","FOXG_06418",0.226,0.3701,0.116,60,41,2,15,74,204,251,3.97,6,"Non-effector",0.754,"Non-effector"
"559","FOXG_18382","FOXG_13589",0.2258,0.2688,0.145,48,29,4,20,58,61,105,3.496,6,"Cytoplasmic",0.594,"Non-effector"
"560","FOXG_22047","FOXG_07142",0.2253,0.363,0.2,90,48,7,1,78,3,80,1.559,11,"Apoplastic",0.708,"Non-effector"
"561","FOXG_22193","FOXG_07716",0.2252,0.366,0.231,82,41,3,2,78,5,69,6.992,4,"Cytoplasmic",0.766,"Non-effector"
"562","FOXG_22560","FOXG_22801",0.2251,0.3637,0.181,44,26,4,12,48,150,190,5.728,4,"Apoplastic",0.801,"Non-effector"
"563","FOXG_05604","FOXG_22864",0.2246,0.307,0.15,73,51,3,9,78,10,74,0.6678,16,"Non-effector",0.863,"Non-effector"
"564","FOXG_21426","FOXG_10864",0.2246,0.1019,0.269,26,11,2,70,91,56,77,5.847,2,"Non-effector",0.835,"Apoplastic"
"565","FOXG_14140","FOXG_15934",0.2244,0.7617,0.166,18,15,0,1,18,56,73,7.036,6,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"566","FOXG_15934","FOXG_14140",0.2244,0.6631,0.166,18,15,0,56,73,1,18,2.879,9,"Non-effector",0.809,"Apoplastic/cytoplasmic"
"567","FOXG_14098","FOXG_14069",0.2238,0.7687,0.147,115,91,2,14,128,9,116,3.409,9,"Cytoplasmic",0.873,"Apoplastic"
"568","FOXG_03736","FOXG_14140",0.2237,0.1541,0.112,62,35,4,1169,1224,28,75,5.148,4,"Non-effector",0.961,"Apoplastic/cytoplasmic"
"569","FOXG_18382","FOXG_21426",0.2237,0.4404,0.142,63,48,2,2,59,229,290,8.636,3,"Cytoplasmic",0.594,"Non-effector"
"570","FOXG_14570","FOXG_22828",0.2234,0.1443,0.235,17,9,1,92,104,60,76,9.746,1,"Cytoplasmic",0.861,"Non-effector"
"571","FOXG_01683","FOXG_03043",0.223,0.2424,0.111,81,63,2,13,93,136,207,8.511,2,"Non-effector",0.636,"Non-effector"
"572","FOXG_13589","FOXG_16398",0.2223,0.1709,0.08,25,23,0,61,85,84,108,1.893,7,"Non-effector",0.535,"Non-effector"
"573","FOXG_03043","FOXG_14140",0.2222,0.509,0.106,47,35,3,157,196,2,48,3.293,9,"Non-effector",0.84,"Apoplastic/cytoplasmic"
"574","FOXG_17842","FOXG_22047",0.2221,0.2594,0.04,74,42,4,87,138,58,124,6.207,5,"Non-effector",0.637,"Apoplastic"
"575","FOXG_22047","FOXG_17842",0.2221,0.2311,0.04,74,42,4,58,124,87,138,3.999,5,"Apoplastic",0.708,"Non-effector"
"576","FOXG_02842","FOXG_22737",0.2214,0.1548,0.121,41,23,3,59,86,239,279,8.196,2,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"577","FOXG_17307","FOXG_22560",0.2213,0.337,0.163,61,38,3,1,61,1,48,2.544,9,"Apoplastic",0.931,"Apoplastic"
"578","FOXG_22560","FOXG_17307",0.2213,0.3926,0.163,61,38,3,1,48,1,61,1.823,9,"Apoplastic",0.801,"Apoplastic"
"579","FOXG_17259","FOXG_22193",0.2207,0.5645,0.102,88,49,2,36,118,105,167,7.047,4,"Cytoplasmic",0.739,"Cytoplasmic"
"580","FOXG_10864","FOXG_02842",0.2195,0.2308,0.092,76,39,7,67,114,42,115,9.315,2,"Apoplastic",0.757,"Apoplastic/cytoplasmic"
"581","FOXG_18382","FOXG_04559",0.219,0.3715,0.117,68,46,2,6,59,18,85,2.913,8,"Cytoplasmic",0.594,"Non-effector"
"582","FOXG_07716","FOXG_14098",0.2189,0.6874,0.233,60,38,1,1,60,1,52,8.728,3,"Non-effector",0.839,"Cytoplasmic"
"583","FOXG_14098","FOXG_07716",0.2189,0.7025,0.233,60,38,1,1,52,1,60,6.165,5,"Cytoplasmic",0.873,"Non-effector"
"584","FOXG_05604","FOXG_16416",0.2186,0.217,0.034,146,95,7,368,475,74,211,2.309,8,"Non-effector",0.863,"Apoplastic"
"585","FOXG_22801","FOXG_03043",0.2185,0.3158,0.162,123,88,5,115,229,3,118,4.108,7,"Non-effector",0.709,"Non-effector"
"586","FOXG_22828","FOXG_14570",0.2184,0.2553,0.123,65,37,4,24,76,48,104,9.323,2,"Non-effector",0.582,"Cytoplasmic"
"587","FOXG_14140","FOXG_20101",0.2179,0.4628,0.116,60,39,3,1,49,292,348,4.412,7,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"588","FOXG_12405","FOXG_21426",0.2178,0.4474,0.119,134,102,3,1,125,161,287,3.665,7,"Non-effector",0.684,"Non-effector"
"589","FOXG_09662","FOXG_14758",0.2174,0.7816,0.31,74,49,2,39,112,185,256,8.693,4,"Apoplastic",0.604,"Non-effector"
"590","FOXG_14140","FOXG_22777",0.2172,0.1964,0.104,48,30,3,33,70,49,93,4.412,4,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"591","FOXG_22777","FOXG_14140",0.2172,0.2681,0.104,48,30,3,49,93,33,70,5.559,4,"Apoplastic",0.73,"Apoplastic/cytoplasmic"
"592","FOXG_12405","FOXG_22828",0.2168,0.3612,0.12,58,32,1,93,131,12,69,4.206,5,"Non-effector",0.684,"Non-effector"
"593","FOXG_12469","FOXG_14098",0.2167,0.758,0.182,126,98,4,6,127,16,140,5.65,7,"Apoplastic",0.58,"Cytoplasmic"
"594","FOXG_22801","FOXG_01344",0.2165,0.3687,0.156,147,101,8,16,158,148,275,4.331,7,"Non-effector",0.709,"Non-effector"
"595","FOXG_22737","FOXG_01683",0.2162,0.1985,0.092,76,52,4,239,312,50,110,6.426,4,"Non-effector",0.987,"Non-effector"
"596","FOXG_05604","FOXG_20101",0.2158,0.1814,0.22,50,28,3,311,356,388,430,5.838,4,"Non-effector",0.863,"Non-effector"
"597","FOXG_14231","FOXG_05795",0.2154,0.2393,0.127,55,23,2,63,113,96,129,1.498,9,"Cytoplasmic",0.77,"Non-effector"
"598","FOXG_14069","FOXG_13589",0.2153,0.7098,0.266,30,22,0,49,78,93,122,8.283,4,"Apoplastic",0.573,"Non-effector"
"599","FOXG_05795","FOXG_17842",0.215,0.2406,0.077,129,66,8,55,138,6,126,0.8475,13,"Non-effector",0.802,"Non-effector"
"600","FOXG_01344","FOXG_22801",0.2149,0.3979,0.153,150,104,8,148,278,16,161,2.087,14,"Non-effector",0.732,"Non-effector"
"601","FOXG_16416","FOXG_22801",0.2149,0.3067,0.153,39,25,3,41,78,150,181,6.268,4,"Apoplastic",0.943,"Non-effector"
"602","FOXG_14098","FOXG_20259",0.2148,0.7144,0.185,27,22,0,25,51,67,93,7.679,4,"Cytoplasmic",0.873,"Apoplastic"
"603","FOXG_17307","FOXG_22777",0.2146,0.2498,0.125,48,38,2,10,53,40,87,1.889,8,"Apoplastic",0.931,"Apoplastic"
"604","FOXG_18382","FOXG_03736",0.2144,0.255,0.153,52,32,3,18,59,534,583,3.948,5,"Cytoplasmic",0.594,"Non-effector"
"605","FOXG_14098","FOXG_16398",0.2143,0.6945,0.108,46,28,1,5,50,10,42,8.257,3,"Cytoplasmic",0.873,"Non-effector"
"606","FOXG_22777","FOXG_22058",0.2142,0.3738,0.181,66,27,4,6,65,13,57,2.897,7,"Apoplastic",0.73,"Apoplastic"
"607","FOXG_03043","FOXG_17842",0.2139,0.4076,0.05,60,47,2,177,232,6,59,7.879,3,"Non-effector",0.84,"Non-effector"
"608","FOXG_14570","FOXG_19612",0.2138,0.3889,0.194,77,46,4,19,81,176,250,8.033,3,"Cytoplasmic",0.861,"Cytoplasmic"
"609","FOXG_22828","FOXG_22801",0.2137,0.2542,0.187,48,27,3,68,108,168,210,8.224,2,"Non-effector",0.582,"Non-effector"
"610","FOXG_22828","FOXG_22779",0.2132,0.1999,0.14,50,29,2,6,41,12,61,7.243,2,"Non-effector",0.582,"Apoplastic/cytoplasmic"
"611","FOXG_09662","FOXG_05604",0.2131,0.3254,0.21,19,15,0,207,225,322,340,3.089,7,"Apoplastic",0.604,"Non-effector"
"612","FOXG_05795","FOXG_22047",0.213,0.3653,0.102,78,48,2,4,60,1,77,9.373,3,"Non-effector",0.802,"Apoplastic"
"613","FOXG_22047","FOXG_05795",0.213,0.4207,0.102,78,48,2,1,77,4,60,6.194,5,"Apoplastic",0.708,"Non-effector"
"614","FOXG_22560","FOXG_20914",0.213,0.1734,0.142,21,14,1,18,38,56,72,5.728,3,"Apoplastic",0.801,"Apoplastic/cytoplasmic"
"615","FOXG_14069","FOXG_14098",0.2128,0.7597,0.171,128,90,3,9,124,14,137,7.78,5,"Apoplastic",0.573,"Cytoplasmic"
"616","FOXG_01683","FOXG_04559",0.2125,0.2259,0.151,66,41,5,42,93,26,90,5.551,4,"Non-effector",0.636,"Non-effector"
"617","FOXG_17307","FOXG_14140",0.2125,0.3649,0.134,82,52,7,1,76,3,71,1.105,13,"Apoplastic",0.931,"Apoplastic/cytoplasmic"
"618","FOXG_04559","FOXG_17307",0.2123,0.2122,0.172,58,31,4,25,72,11,61,4.599,4,"Non-effector",0.728,"Apoplastic"
"619","FOXG_17307","FOXG_04559",0.2123,0.2257,0.172,58,31,4,11,61,25,72,2.866,6,"Apoplastic",0.931,"Non-effector"
"620","FOXG_22560","FOXG_14758",0.212,0.4103,0.153,39,24,2,1,39,255,284,7.6,3,"Apoplastic",0.801,"Non-effector"
"621","FOXG_14140","FOXG_22047",0.2118,0.3109,0.219,41,20,5,1,39,1,31,5.259,5,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"622","FOXG_17842","FOXG_18382",0.2117,0.2828,0.114,96,54,4,50,144,4,69,2.126,10,"Non-effector",0.637,"Cytoplasmic"
"623","FOXG_20259","FOXG_14069",0.2114,0.3887,0.207,53,37,3,43,95,7,54,8.677,2,"Apoplastic",0.593,"Apoplastic"
"624","FOXG_22801","FOXG_01357",0.2112,0.35,0.224,98,65,3,55,145,6,99,9.003,3,"Non-effector",0.709,"Non-effector"
"625","FOXG_16398","FOXG_03043",0.211,0.2673,0.108,92,71,2,20,106,120,205,3.555,6,"Non-effector",0.505,"Non-effector"
"626","FOXG_12469","FOXG_21426",0.2105,0.7686,0.177,118,93,2,4,120,111,225,9.358,4,"Apoplastic",0.58,"Non-effector"
"627","FOXG_22047","FOXG_22779",0.2103,0.3414,0.076,78,51,5,3,67,1,70,4.533,5,"Apoplastic",0.708,"Apoplastic/cytoplasmic"
"628","FOXG_22779","FOXG_22047",0.2103,0.308,0.076,78,51,5,1,70,3,67,5.974,4,"Apoplastic/cytoplasmic",0.9425,"Apoplastic"
"629","FOXG_14140","FOXG_17307",0.2099,0.3842,0.135,81,51,7,3,70,1,75,1.826,11,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"630","FOXG_12469","FOXG_13589",0.2089,0.69,0.266,30,22,0,49,78,93,122,8.796,4,"Apoplastic",0.58,"Non-effector"
"631","FOXG_14758","FOXG_02842",0.2086,0.2056,0.107,84,53,5,22,86,49,129,8.796,2,"Non-effector",0.676,"Apoplastic/cytoplasmic"
"632","FOXG_22737","FOXG_04559",0.208,0.1265,0.117,51,31,4,216,255,15,62,8.764,2,"Non-effector",0.987,"Non-effector"
"633","FOXG_16398","FOXG_17307",0.2077,0.2152,0.174,63,32,6,115,159,180,240,4.207,5,"Non-effector",0.505,"Apoplastic"
"634","FOXG_22737","FOXG_22193",0.2073,0.1852,0.139,86,58,2,237,312,83,162,9.561,2,"Non-effector",0.987,"Cytoplasmic"
"635","FOXG_04559","FOXG_01683",0.2068,0.2664,0.123,73,44,3,2,74,25,77,4.323,5,"Non-effector",0.728,"Non-effector"
"636","FOXG_15934","FOXG_05604",0.2055,0.5018,0.19,21,17,0,51,71,1,21,7.614,3,"Non-effector",0.809,"Non-effector"
"637","FOXG_22777","FOXG_16416",0.2049,0.2236,0.222,18,14,0,59,76,55,72,6.749,3,"Apoplastic",0.73,"Apoplastic"
"638","FOXG_20259","FOXG_16398",0.2042,0.3365,0.16,56,41,2,11,65,4,54,4.282,5,"Apoplastic",0.593,"Non-effector"
"639","FOXG_01357","FOXG_19337",0.2037,0.3173,0.156,51,36,2,45,95,4,47,7.331,2,"Non-effector",0.692,"Non-effector"
"640","FOXG_06911","FOXG_04559",0.2036,0.2432,0.078,141,84,9,494,605,9,132,6.401,3,"Non-effector",0.73,"Non-effector"
"641","FOXG_18382","FOXG_22779",0.2033,0.3326,0.111,36,26,2,23,58,62,91,3.29,7,"Cytoplasmic",0.594,"Apoplastic/cytoplasmic"
"642","FOXG_19858","FOXG_17259",0.2032,0.2977,0.121,74,43,2,82,133,51,124,8.726,3,"Non-effector",0.832,"Cytoplasmic"
"643","FOXG_22047","FOXG_10864",0.2031,0.4247,0.105,38,30,2,1,34,1,38,9.516,2,"Apoplastic",0.708,"Apoplastic"
"644","FOXG_20914","FOXG_22801",0.2029,0.2411,0.102,49,33,3,80,128,30,67,5.121,4,"Apoplastic/cytoplasmic",0.5915,"Non-effector"
"645","FOXG_22828","FOXG_22737",0.2029,0.2572,0.153,52,44,0,23,74,1,52,3.802,5,"Non-effector",0.582,"Non-effector"
"646","FOXG_06418","FOXG_11116",0.2028,0.372,0.125,96,64,4,164,256,18,96,6.304,4,"Non-effector",0.751,"Non-effector"
"647","FOXG_14069","FOXG_19612",0.2026,0.7757,0.175,120,94,3,9,124,20,138,4.99,7,"Apoplastic",0.573,"Cytoplasmic"
"648","FOXG_19612","FOXG_14069",0.2026,0.7671,0.175,120,94,3,20,138,9,124,6.416,5,"Cytoplasmic",0.763,"Apoplastic"
"649","FOXG_14140","FOXG_22193",0.2025,0.2054,0.08,50,28,4,31,77,81,115,7.896,2,"Apoplastic/cytoplasmic",0.876,"Cytoplasmic"
"650","FOXG_16398","FOXG_04559",0.2025,0.187,0.133,60,33,3,48,106,30,71,7.35,3,"Non-effector",0.505,"Non-effector"
"651","FOXG_12469","FOXG_16398",0.2024,0.1738,0.092,65,33,6,178,232,109,157,1.776,6,"Apoplastic",0.58,"Non-effector"
"652","FOXG_12450","FOXG_09662",0.2023,0.4016,0.115,95,67,3,1,95,4,81,9.366,2,"Apoplastic",0.629,"Apoplastic"
"653","FOXG_20101","FOXG_12469",0.2023,0.6672,0.177,124,94,4,1,123,1,117,4.368,8,"Non-effector",0.769,"Apoplastic"
"654","FOXG_20862","FOXG_17842",0.2019,0.1905,0.042,71,34,3,252,313,88,133,7.516,2,"Non-effector",0.633,"Non-effector"
"655","FOXG_22560","FOXG_22047",0.2018,0.2005,0.157,19,13,1,26,41,53,71,7.6,2,"Apoplastic",0.801,"Apoplastic"
"656","FOXG_22801","FOXG_11815",0.2016,0.3915,0.141,141,96,7,1,137,77,196,6.262,5,"Non-effector",0.709,"Non-effector"
"657","FOXG_16398","FOXG_22777",0.2012,0.2155,0.16,56,28,3,84,139,46,82,6.223,3,"Non-effector",0.505,"Apoplastic"
"658","FOXG_17842","FOXG_12405",0.2012,0.2249,0.194,72,50,4,9,80,1,64,7.981,3,"Non-effector",0.637,"Non-effector"
"659","FOXG_05795","FOXG_22777",0.2008,0.1197,0.183,60,29,6,98,156,49,89,4.929,4,"Non-effector",0.802,"Apoplastic"
"660","FOXG_16398","FOXG_20259",0.2008,0.3861,0.119,92,63,4,1,77,1,89,7.35,4,"Non-effector",0.505,"Apoplastic"
"661","FOXG_22777","FOXG_05795",0.2008,0.2768,0.183,60,29,6,49,89,98,156,7.197,3,"Apoplastic",0.73,"Non-effector"
"662","FOXG_06911","FOXG_22779",0.2007,0.1958,0.135,118,54,10,484,596,1,75,4.731,4,"Non-effector",0.73,"Apoplastic/cytoplasmic"
"663","FOXG_01683","FOXG_03736",0.2005,0.2176,0.214,84,63,2,12,93,405,487,4.336,4,"Non-effector",0.636,"Non-effector"
"664","FOXG_22777","FOXG_01683",0.2004,0.3754,0.154,84,62,6,3,82,12,90,2.897,7,"Apoplastic",0.73,"Non-effector"
"665","FOXG_15934","FOXG_17259",0.1999,0.5795,0.166,108,67,4,22,112,26,127,2.671,8,"Non-effector",0.809,"Cytoplasmic"
"666","FOXG_17259","FOXG_15934",0.1999,0.5613,0.166,108,67,4,26,127,22,112,1.541,12,"Cytoplasmic",0.739,"Non-effector"
"667","FOXG_22058","FOXG_22777",0.1991,0.2603,0.181,66,27,4,13,57,6,65,2.203,8,"Apoplastic",0.639,"Apoplastic"
"668","FOXG_14140","FOXG_02842",0.1989,0.216,0.141,78,45,6,28,97,92,155,2.311,7,"Apoplastic/cytoplasmic",0.876,"Apoplastic/cytoplasmic"
"669","FOXG_20101","FOXG_22193",0.1986,0.1788,0.09,66,32,6,317,373,55,101,4.368,4,"Non-effector",0.769,"Cytoplasmic"
"670","FOXG_22193","FOXG_21426",0.1986,0.185,0.179,39,25,2,79,116,258,290,8.813,2,"Cytoplasmic",0.766,"Non-effector"
"671","FOXG_10864","FOXG_22779",0.1983,0.4346,0.184,38,25,1,1,38,2,33,1.927,12,"Apoplastic",0.757,"Apoplastic/cytoplasmic"
"672","FOXG_22779","FOXG_10864",0.1983,0.3372,0.184,38,25,1,2,33,1,38,1.342,10,"Apoplastic/cytoplasmic",0.9425,"Apoplastic"
"673","FOXG_04559","FOXG_22779",0.1976,0.2019,0.101,59,30,4,4,62,3,38,7.528,2,"Non-effector",0.728,"Apoplastic/cytoplasmic"
"674","FOXG_22058","FOXG_07716",0.1972,0.3217,0.243,78,37,3,5,77,8,68,3.474,7,"Apoplastic",0.639,"Non-effector"
"675","FOXG_22779","FOXG_05604",0.1971,0.1205,0.083,24,13,1,61,75,479,502,5.251,2,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"676","FOXG_22777","FOXG_17842",0.197,0.2991,0.135,37,28,2,50,82,12,48,8.714,2,"Apoplastic",0.73,"Non-effector"
"677","FOXG_22058","FOXG_18382",0.1962,0.243,0.053,56,45,2,70,117,5,60,9.049,2,"Apoplastic",0.639,"Cytoplasmic"
"678","FOXG_14140","FOXG_22509",0.1947,0.2497,0.087,57,44,3,27,76,62,117,1.014,10,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"679","FOXG_07716","FOXG_06911",0.1944,0.6084,0.255,47,26,1,23,60,129,175,8.728,3,"Non-effector",0.839,"Non-effector"
"680","FOXG_21467","FOXG_13589",0.1942,0.6036,0.176,17,14,0,38,54,2,18,6.959,3,"Non-effector",0.756,"Non-effector"
"681","FOXG_18382","FOXG_14231",0.1935,0.3459,0.288,45,23,2,24,68,24,59,6.806,4,"Cytoplasmic",0.594,"Cytoplasmic"
"682","FOXG_06911","FOXG_22864",0.193,0.6495,0.225,71,44,2,131,197,99,162,7.663,4,"Non-effector",0.73,"Non-effector"
"683","FOXG_17842","FOXG_01683",0.193,0.276,0.101,108,72,5,41,141,12,101,0.9377,13,"Non-effector",0.637,"Non-effector"
"684","FOXG_20259","FOXG_07716",0.1929,0.3101,0.194,67,43,3,7,73,4,59,9.297,2,"Apoplastic",0.593,"Non-effector"
"685","FOXG_14140","FOXG_22560",0.1924,0.3512,0.193,62,38,5,1,59,1,53,3.488,7,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"686","FOXG_14231","FOXG_06418",0.1923,0.4348,0.148,54,31,3,147,185,203,256,5.043,6,"Cytoplasmic",0.77,"Non-effector"
"687","FOXG_20862","FOXG_14098",0.1919,0.5025,0.142,133,102,3,42,165,2,131,1.698,11,"Non-effector",0.633,"Cytoplasmic"
"688","FOXG_06418","FOXG_14231",0.1918,0.3076,0.135,59,36,3,198,256,142,185,3.854,6,"Non-effector",0.751,"Cytoplasmic"
"689","FOXG_06620","FOXG_05604",0.1917,0.3376,0.25,16,12,0,13,28,1,16,7.598,2,"Cytoplasmic",0.514,"Non-effector"
"690","FOXG_11116","FOXG_05604",0.1916,0.3346,0.225,40,25,1,33,72,27,60,8.769,3,"Non-effector",0.744,"Non-effector"
"691","FOXG_06418","FOXG_20914",0.1914,0.2891,0.207,53,27,2,79,128,74,114,5.93,4,"Non-effector",0.751,"Apoplastic/cytoplasmic"
"692","FOXG_20914","FOXG_06418",0.1914,0.2813,0.207,53,27,2,74,114,79,128,5.121,4,"Apoplastic/cytoplasmic",0.5915,"Non-effector"
"693","FOXG_14231","FOXG_22777",0.1913,0.4277,0.089,78,56,5,24,90,1,74,3.106,8,"Cytoplasmic",0.77,"Apoplastic"
"694","FOXG_22777","FOXG_14231",0.1913,0.4405,0.089,78,56,5,1,74,24,90,1.834,10,"Apoplastic",0.73,"Cytoplasmic"
"695","FOXG_07142","FOXG_12450",0.1912,0.4149,0.24,50,32,2,1,48,1,46,3.276,7,"Non-effector",0.577,"Apoplastic"
"696","FOXG_22777","FOXG_05604",0.1912,0.4394,0.25,32,21,1,1,32,1,29,9.28,2,"Apoplastic",0.73,"Non-effector"
"697","FOXG_22864","FOXG_06911",0.1909,0.5765,0.222,72,45,2,99,163,131,198,7.319,5,"Non-effector",0.541,"Non-effector"
"698","FOXG_16398","FOXG_17842",0.1905,0.295,0.09,155,90,7,19,151,30,155,0.2383,18,"Non-effector",0.505,"Non-effector"
"699","FOXG_05795","FOXG_16398",0.1904,0.3132,0.102,88,61,6,1,76,21,102,3.299,8,"Non-effector",0.802,"Non-effector"
"700","FOXG_22864","FOXG_01344",0.1904,0.3236,0.11,127,75,5,4,98,20,140,6.552,4,"Non-effector",0.541,"Non-effector"
"701","FOXG_17307","FOXG_16398",0.1897,0.1877,0.161,62,33,5,180,240,115,158,3.426,5,"Apoplastic",0.931,"Non-effector"
"702","FOXG_03043","FOXG_05795",0.1893,0.4724,0.125,56,26,3,162,194,14,69,6.966,4,"Non-effector",0.84,"Non-effector"
"703","FOXG_12405","FOXG_14098",0.1893,0.5686,0.18,50,40,1,18,67,79,127,8.895,3,"Non-effector",0.684,"Cytoplasmic"
"704","FOXG_05795","FOXG_14231",0.1887,0.1818,0.093,75,38,4,96,145,63,132,1.333,9,"Non-effector",0.802,"Cytoplasmic"
"705","FOXG_14758","FOXG_22779",0.1883,0.09588,0.187,16,11,1,92,107,29,42,5.41,2,"Non-effector",0.676,"Apoplastic/cytoplasmic"
"706","FOXG_18382","FOXG_22193",0.1882,0.4084,0.049,61,50,2,5,65,70,122,5.347,5,"Cytoplasmic",0.594,"Cytoplasmic"
"707","FOXG_22193","FOXG_18382",0.1882,0.2516,0.049,61,50,2,70,122,5,65,4.634,5,"Cytoplasmic",0.766,"Cytoplasmic"
"708","FOXG_09662","FOXG_10864",0.1879,0.1667,0.172,29,15,2,257,283,30,51,3.297,4,"Apoplastic",0.604,"Apoplastic"
"709","FOXG_22779","FOXG_06911",0.1878,0.2624,0.151,86,38,8,20,75,516,596,4.922,4,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"710","FOXG_07142","FOXG_02842",0.1877,0.3742,0.098,81,53,5,1,79,11,73,9.694,2,"Non-effector",0.577,"Apoplastic/cytoplasmic"
"711","FOXG_14758","FOXG_16416",0.1877,0.1653,0.116,60,33,2,49,108,106,145,2.377,6,"Non-effector",0.676,"Apoplastic"
"712","FOXG_16416","FOXG_14758",0.1877,0.1473,0.116,60,33,2,106,145,49,108,3.7,4,"Apoplastic",0.943,"Non-effector"
"713","FOXG_09662","FOXG_15934",0.1874,0.559,0.25,20,15,0,142,161,54,73,7.181,4,"Apoplastic",0.604,"Non-effector"
"714","FOXG_12469","FOXG_14140",0.1871,0.2159,0.062,64,38,4,181,228,29,86,3.606,5,"Apoplastic",0.58,"Apoplastic/cytoplasmic"
"715","FOXG_14140","FOXG_12469",0.1871,0.2537,0.062,64,38,4,29,86,181,228,9.909,2,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"716","FOXG_14231","FOXG_05604",0.1869,0.2136,0.111,54,35,4,97,149,318,359,7.677,2,"Cytoplasmic",0.77,"Non-effector"
"717","FOXG_14069","FOXG_05795",0.1867,0.1463,0.105,57,32,6,189,235,283,330,3.187,4,"Apoplastic",0.573,"Non-effector"
"718","FOXG_04559","FOXG_05795",0.1864,0.1673,0.095,42,26,4,119,149,51,91,5.206,3,"Non-effector",0.728,"Non-effector"
"719","FOXG_05795","FOXG_04559",0.1864,0.1448,0.095,42,26,4,51,91,119,149,6.019,3,"Non-effector",0.802,"Non-effector"
"720","FOXG_11116","FOXG_12469",0.1852,0.7311,0.188,127,83,3,595,711,1,117,8.312,5,"Non-effector",0.744,"Apoplastic"
"721","FOXG_11116","FOXG_17307",0.1847,0.2438,0.179,39,21,2,387,422,209,239,9.248,2,"Non-effector",0.744,"Apoplastic"
"722","FOXG_22828","FOXG_20862",0.1846,0.2621,0.128,109,72,7,18,112,21,120,1.987,7,"Non-effector",0.582,"Non-effector"
"723","FOXG_22828","FOXG_03043",0.1844,0.2329,0.176,85,49,5,34,110,246,317,7.719,2,"Non-effector",0.582,"Non-effector"
"724","FOXG_13589","FOXG_07142",0.1842,0.2366,0.166,84,41,6,25,79,12,95,4.272,4,"Non-effector",0.535,"Non-effector"
"725","FOXG_14069","FOXG_16398",0.1841,0.1694,0.076,65,34,6,178,232,109,157,1.907,6,"Apoplastic",0.573,"Non-effector"
"726","FOXG_16416","FOXG_05604",0.1841,0.2084,0.035,113,72,5,107,211,392,475,2.45,6,"Apoplastic",0.943,"Non-effector"
"727","FOXG_03736","FOXG_13589",0.1839,0.4131,0.173,69,44,3,611,673,64,125,3.96,7,"Non-effector",0.961,"Non-effector"
"728","FOXG_22777","FOXG_04559",0.1832,0.2938,0.111,63,42,2,40,88,28,90,5.209,4,"Apoplastic",0.73,"Non-effector"
"729","FOXG_14140","FOXG_11116",0.1831,0.3746,0.118,76,54,3,1,65,354,427,2.451,8,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"730","FOXG_06911","FOXG_07142",0.1828,0.2277,0.107,84,48,6,482,539,11,93,6.027,3,"Non-effector",0.73,"Non-effector"
"731","FOXG_22509","FOXG_20101",0.1828,0.4066,0.25,32,16,1,1,32,1,24,9.323,2,"Non-effector",0.623,"Non-effector"
"732","FOXG_22047","FOXG_14231",0.1826,0.2966,0.139,79,53,4,1,71,3,74,2.004,8,"Apoplastic",0.708,"Cytoplasmic"
"733","FOXG_04559","FOXG_14758",0.1823,0.2338,0.089,78,59,4,33,99,137,213,3.169,5,"Non-effector",0.728,"Non-effector"
"734","FOXG_03736","FOXG_17307",0.1822,0.1807,0.093,75,41,5,1170,1229,180,242,6.023,3,"Non-effector",0.961,"Apoplastic"
"735","FOXG_17307","FOXG_03736",0.1822,0.1871,0.093,75,41,5,180,242,1170,1229,5.506,3,"Apoplastic",0.931,"Non-effector"
"736","FOXG_05795","FOXG_22560",0.1816,0.3045,0.123,65,33,4,4,68,1,41,4.459,6,"Non-effector",0.802,"Apoplastic"
"737","FOXG_22560","FOXG_05795",0.1816,0.3658,0.123,65,33,4,1,41,4,68,2.429,7,"Apoplastic",0.801,"Non-effector"
"738","FOXG_03736","FOXG_04559",0.1808,0.1112,0.076,52,27,2,1070,1121,36,66,7.039,2,"Non-effector",0.961,"Non-effector"
"739","FOXG_09662","FOXG_17307",0.1808,0.1395,0.142,21,12,2,211,225,211,231,5.199,3,"Apoplastic",0.604,"Apoplastic"
"740","FOXG_15934","FOXG_22828",0.1808,0.6417,0.913,93,0,2,24,112,24,112,1.778e-08,93,"Non-effector",0.809,"Non-effector"
"741","FOXG_22828","FOXG_15934",0.1808,0.3699,0.913,93,0,2,24,112,24,112,8.598e-08,76,"Non-effector",0.582,"Non-effector"
"742","FOXG_05795","FOXG_13589",0.1807,0.2981,0.122,122,65,8,3,93,1,111,8.93,3,"Non-effector",0.802,"Non-effector"
